item_code,item,unit,item_group,item_category,image_url,http_status,content_type,image_bytes,image_status
1771,IKAN BAWAL PUTIH KUKUS/STIM (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,https://1.bp.blogspot.com/-4NhvKi9Gae8/YMSIVet1bAI/AAAAAAAABsc/cXcyN3Gc-YUG8rB12G_ibSV1EEGAaUZwgCLcBGAsYHQ/s960/photo6206121524340042862.jpg,200,image/jpeg,142899,valid
1772,IKAN KEMBUNG GORENG (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,https://i.pinimg.com/736x/d7/08/11/d7081109b3fa560f1c55bc487a80352b.jpg,200,image/jpeg,49611,valid
1773,IKAN KEMBUNG MASAK KICAP (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,https://asset.kompas.com/crops/XxJ45wnv2NfY8KZ-6FwfdtloZvk=/0x0:1000x667/1200x800/data/photo/2020/04/26/5ea55657a07bd.jpg,200,image/jpeg,172761,valid
1774,IKAN KEMBUNG TIGA RASA (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,https://i.ytimg.com/vi/0M7E71JkpgY/maxresdefault.jpg,200,image/jpeg,150992,valid
1775,IKAN TENGGIRI GORENG,sekeping,MAKANAN SIAP MASAK,LAUK,https://sk-bucket.sgp1.cdn.digitaloceanspaces.com/2021/10/28094243/250010110_4677497568955528_6626585991565452002_n.jpg,200,image/jpeg,87026,valid
1776,IKAN TENGGIRI MASAK KARI,sekeping,MAKANAN SIAP MASAK,LAUK,https://image.popbela.com/post/20220601/fromandroid-00261f3de8b3770f562eef3927f8e066.jpg,200,image/webp,136998,valid
1777,IKAN TILAPIA GORENG BIASA (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,https://i.pinimg.com/originals/6c/a9/68/6ca968a650662eb54696a6f75026d876.jpg,200,image/jpeg,120345,valid
1778,IKAN TILAPIA MASAM MANIS (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,https://img.freepik.com/free-photo/fried-tilapia-or-ikan-nila-goreng-served-on-white-plate-with-sambal-chilli-sauce-selected-focus_583400-2637.jpg?size=626&ext=jpg,200,image/avif,43966,valid
1779,IKAN TILAPIA KUKUS/STIM (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,https://cdn.rasa.my/2021/11/413258.jpeg,200,image/jpeg,101258,valid
1780,SUP PERUT,semangkuk,MAKANAN SIAP MASAK,LAUK,https://i.ytimg.com/vi/5tsjubSLIHo/maxresdefault.jpg,200,image/jpeg,100262,valid
1782,ROTI NAAN,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,https://skydecklounge.in/wp-content/uploads/2022/01/Tandoori-Roti-Butter.jpg,200,image/jpeg,265354,valid
1783,ROTI CANAI BIASA,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,https://i.pinimg.com/originals/13/d7/a2/13d7a20266db6d191e691e811bf45d50.jpg,200,image/jpeg,123810,valid
1784,KUIH KARIPAP (KENTANG),sebiji,MAKANAN SIAP MASAK,LAIN-LAIN,https://foodie.my/wp-content/uploads/2022/12/IMG_4531.jpg,200,image/jpeg,233255,valid
1785,VADAI MASALA,sebiji,MAKANAN SIAP MASAK,LAIN-LAIN,https://i.pinimg.com/originals/89/b1/5b/89b15b5cd97d96f68f53afdc2ab576cc.jpg,200,image/jpeg,49400,valid
1786,VADAI ULUNDHU,sebiji,MAKANAN SIAP MASAK,LAIN-LAIN,https://cdn.commmerce.com/uploads/annams/productImages/full/16796492719303vadai1.jpg,200,image/jpeg,286469,valid
1787,ROJAK BIASA,sepinggan,MAKANAN SIAP MASAK,LAIN-LAIN,https://i.pinimg.com/originals/75/85/42/75854281c5e762c9efd3e5c3d84a9881.jpg,200,image/jpeg,448074,valid
1788,ROJAK MI,sepinggan,MAKANAN SIAP MASAK,LAIN-LAIN,https://listikel.com/wp-content/uploads/2022/01/Rojak-Mee-Sedap-Kerana-Kuahnya.jpg,200,image/jpeg,115102,valid
1789,TEH TARIK PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,https://activeage.co/wp-content/uploads/2016/04/Teh-Tarik.jpg,200,image/jpeg,1163014,valid
1790,"KOPI ""O"" AIS",gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://i.pinimg.com/736x/ca/98/88/ca98880b4aede4fac01bcb811473e8ec.jpg?nii=t,200,image/jpeg,59436,valid
1791,KOPI AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://i.pinimg.com/originals/10/63/53/106353671f314ee289e0a2c589537d8e.jpg?nii=t,200,image/jpeg,197869,valid
1792,TEH AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://bazaar.qniti.com/wp-content/uploads/2020/05/teh-ais.jpg,200,image/jpeg,84804,valid
1793,NESCAFE AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://i.pinimg.com/originals/c0/77/5c/c0775ccd0ff0b34a6edca83aa4584a11.jpg?nii=t,200,image/jpeg,77384,valid
1794,LIMAU AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://cdn.mingguanwanita.my/2021/03/139798710_4245398635475770_2898316556589249814_o.jpg,200,image/jpeg,76055,valid
1795,JUS OREN,segelas,MAKANAN SIAP MASAK,MINUMAN,https://i.pinimg.com/originals/85/41/9b/85419b3826856f7bff211c14cd5e3e2c.jpg,200,image/jpeg,22044,valid
1796,CARROT SUSU,segelas,MAKANAN SIAP MASAK,MINUMAN,https://i.pinimg.com/originals/77/29/fd/7729fd2f8290d09399e6f4adabbb55cd.jpg,200,image/jpeg,106753,valid
1804,KEPAK AYAM (CHICKEN WING),1kg,BARANGAN SEGAR,AYAM,https://img.manamurah.com/barang_nobg/1804.png,200,image/png,162212,valid
1808,MENTOS (PELBAGAI PERISA),37g,BARANGAN KEDAI SERBANEKA,COKLAT,https://www.cafelax.com/cdn/shop/files/Cafelax-Mentos-Rainbow-Chewy-Dragees-285g.jpg?v=1784210780&width=1920,200,image/webp,61932,valid
1814,LIMAU PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,https://i.pinimg.com/originals/55/2b/70/552b70acd510143ae12e5a6b67579859.jpg,200,image/jpeg,88446,valid
1818,KACANG BOTOL,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,https://img.manamurah.com/barang_nobg/1818.png,200,image/png,162212,valid
1819,LENGKUAS,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,https://img.manamurah.com/barang_nobg/1819.png,200,image/png,162212,valid
1820,TELUR MASIN,1 biji,BARANGAN SEGAR,TELUR,https://img.manamurah.com/barang_nobg/1820.png,200,image/png,162212,valid
1821,TELUR MASIN,4 Biji,BARANGAN SEGAR,TELUR,https://img.manamurah.com/barang_nobg/1821.png,200,image/png,162212,valid
1822,BERAS PUTIH IMPORT SABAH RICE VAGAS TOKOU,10 kg,BARANGAN BERBUNGKUS,BERAS,https://img.manamurah.com/barang_nobg/1822.png,200,image/png,39269,valid
1823,BERAS TKC SABAH CAP TQR 5%,10 kg,BARANGAN BERBUNGKUS,BERAS,https://img.manamurah.com/barang_nobg/1823.png,200,image/png,44308,valid
1824,BERAS TKC SUPER HUMA CAP KELISA EMAS (SABAH),10 kg,BARANGAN BERBUNGKUS,BERAS,https://img.manamurah.com/barang_nobg/1824.png,200,image/png,41618,valid
1825,BERAS SUPER SAZARICE CAP ANGGUR (BERAS PUTIH IMPORT ),10 kg,BARANGAN BERBUNGKUS,BERAS,https://img.manamurah.com/barang_nobg/1825.png,200,image/png,54008,valid
1826,BERAS SUPER SAZARICE CAP RODA (BERAS PUTIH IMPORT),10 kg,BARANGAN BERBUNGKUS,BERAS,https://img.manamurah.com/barang_nobg/1826.png,200,image/png,162212,valid
1827,"TEPUNG GANDUM NGP (BERBUNGKUS, CAP MUHIBAH)",1kg,BARANGAN BERBUNGKUS,TEPUNG,https://img.manamurah.com/barang_nobg/1827.png,200,image/png,162212,valid
1828,KICAP SOYA PEKAT MANIS CAP AYAM,330 ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,https://img.manamurah.com/barang_nobg/1828.png,200,image/png,162212,valid
1829,BUTTERLITE (LEPA SUSU ISTIMEWA),250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),https://img.manamurah.com/barang_nobg/1829.png,200,image/png,162212,valid
1832,BERAS CAP BAO-BAO GOLDEN SARAWAK (SUPER IMPORT),10 kg,BARANGAN BERBUNGKUS,BERAS,https://img.manamurah.com/barang_nobg/1832.png,200,image/png,162212,valid
1833,BERAS PREMIUM CAP UNCLE TAN (SUPER IMPORT),10 kg,BARANGAN BERBUNGKUS,BERAS,https://img.manamurah.com/barang_nobg/1833.png,200,image/png,46256,valid
1835,BIHUN KERING (CAP SWALLOW KONG MOON),400 g,BARANGAN BERBUNGKUS,BIHUN,https://img.manamurah.com/barang_nobg/1835.png,404,,0,missing
1837,KICAP TONG NAM (DARK SOY SAUCE),330 ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,https://img.manamurah.com/barang_nobg/1837.png,200,image/png,162212,valid
1838,SERBUK KARI IKAN ALAGAPPAS,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),https://img.manamurah.com/barang_nobg/1838.png,200,image/png,162212,valid
1839,SERBUK KARI DAGING ALAGAPPAS,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),https://img.manamurah.com/barang_nobg/1839.png,200,image/png,162212,valid
1849,TEPUNG NAIK SENDIRI CAP 'BLUE KEY',1kg,BARANGAN BERBUNGKUS,TEPUNG,https://img.manamurah.com/barang_nobg/1849.png,200,image/png,162212,valid
1851,TENOM COFFEE WANG EMAS (SERBUK),180 g,MINUMAN,BAHAN-BAHAN MINUMAN,https://img.manamurah.com/barang_nobg/1851.png,200,image/png,42701,valid
1852,DESA FRESH MILK (KOTAK),1 liter,MINUMAN,TERSEDIA MINUM,https://img.manamurah.com/barang_nobg/1852.png,200,image/png,162212,valid
1854,KORDIAL F&N SUN VALLEY (PELBAGAI PERISA),2 liter,MINUMAN,BAHAN-BAHAN MINUMAN,https://img.manamurah.com/barang_nobg/1854.png,200,image/png,32713,valid
1856,SERBUK KOPIMAS COFFEE (BOLD TRADITIONS),200 g,MINUMAN,BAHAN-BAHAN MINUMAN,https://img.manamurah.com/barang_nobg/1856.png,200,image/png,162212,valid
1857,NASI KERABU (BIASA),sepinggan,MAKANAN SIAP MASAK,NASI,https://img.manamurah.com/barang_nobg/1857.png,404,,0,missing
1858,NASI DAGANG (BIASA),sepinggan,MAKANAN SIAP MASAK,NASI,https://img.manamurah.com/barang_nobg/1858.png,404,,0,missing
1859,"TEH ""O"" AIS",gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://img.manamurah.com/barang_nobg/1859.png,404,,0,missing
1860,"TEH ""O"" LIMAU AIS",gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://img.manamurah.com/barang_nobg/1860.png,404,,0,missing
1861,TEH HALIA AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://img.manamurah.com/barang_nobg/1861.png,200,image/png,162212,valid
1862,"NESCAFE ""O"" AIS",gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://img.manamurah.com/barang_nobg/1862.png,404,,0,missing
1863,NESLO AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://img.manamurah.com/barang_nobg/1863.png,404,,0,missing
1864,HORLICKS AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://img.manamurah.com/barang_nobg/1864.png,404,,0,missing
1865,MILO AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://img.manamurah.com/barang_nobg/1865.png,404,,0,missing
1866,"MILO ""O"" AIS",gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://img.manamurah.com/barang_nobg/1866.png,404,,0,missing
1867,SIRAP AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://img.manamurah.com/barang_nobg/1867.png,404,,0,missing
1868,SIRAP LIMAU AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://img.manamurah.com/barang_nobg/1868.png,404,,0,missing
1869,SIRAP BANDUNG AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,https://img.manamurah.com/barang_nobg/1869.png,404,,0,missing
1870,"TEPUNG GANDUM NGP (BERBUNGKUS, CAP  FAIZA)",1kg,BARANGAN BERBUNGKUS,TEPUNG,https://img.manamurah.com/barang_nobg/1870.png,200,image/png,162212,valid
1871,KRIMER SEJAT CAIR SAJI,390g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,https://img.manamurah.com/barang_nobg/1871.png,200,image/png,162212,valid
1872,MAYONIS SEBENAR LADY'S CHOICE,220ml,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),https://img.manamurah.com/barang_nobg/1872.png,200,image/png,162212,valid
1873,KRIMER MANIS CAP TEAPOT,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,https://img.manamurah.com/barang_nobg/1873.png,200,image/png,162212,valid
1874,DUTCH LADY 123 (BIASA),900 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,https://img.manamurah.com/barang_nobg/1874.png,200,image/png,162212,valid
1876,PELEMBUT PAKAIAN - DOWNY (PREMIUM PARFUM PASSION),800ml,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,https://img.manamurah.com/barang_nobg/1876.png,200,image/png,162212,valid
1877,NESCAFE BLEND & BREW 3 IN 1 (PAKET ) - ORIGINAL,28x19g,MINUMAN,BAHAN-BAHAN MINUMAN,https://img.manamurah.com/barang_nobg/1877.png,200,image/png,162200,valid
1879,SEVEN UP LEMON & LIME (TIN),320ml,MINUMAN,TERSEDIA MINUM,https://img.manamurah.com/barang_nobg/1879.png,200,image/png,162212,valid
1880,YOGURT LACTEL (FAT FREE) (STRAWBERRY),125 g,MINUMAN,TERSEDIA MINUM,https://img.manamurah.com/barang_nobg/1880.png,200,image/png,162212,valid
1881,SERBUK CABAI ALAGAPPAS,230g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),https://img.manamurah.com/barang_nobg/1881.png,200,image/png,162212,valid
1882,TUNA CAP AYAM (TUNA MAYONNAISE),160 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,https://img.manamurah.com/barang_nobg/1882.png,200,image/png,162212,valid
1884,SABUN SERBUK FAB (PERFECT),720g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,https://img.manamurah.com/barang_nobg/1884.png,200,image/png,162212,valid
1886,PEMBARIS PLASTIK FABER CASTELL - 15CM,1 unit,BARANGAN KEDAI SERBANEKA,ALAT TULIS DAN BAHAN BACAAN,https://img.manamurah.com/barang_nobg/1886.png,200,image/png,162212,valid
1887,DETTOL SHOWER FOAM ORIGINAL,250 ml,BARANGAN KEDAI SERBANEKA,SABUN BADAN,https://img.manamurah.com/barang_nobg/1887.png,200,image/png,162212,valid
1889,AMBI PUR GEL FRESH AIR FRESHENER (PELBAGAI JENIS),180ml,BARANGAN KEDAI SERBANEKA,PEWANGI RUMAH,https://img.manamurah.com/barang_nobg/1889.png,200,image/png,162212,valid
1890,BYE BYE FEVER SUPER COOL (DEWASA),6sheets,BARANGAN KEDAI SERBANEKA,UBAT-UBATAN,https://img.manamurah.com/barang_nobg/1890.png,200,image/png,162212,valid
1891,SUPER RING SNACKS CHEESE,60 g,BARANGAN KEDAI SERBANEKA,MAKANAN RINGAN,https://img.manamurah.com/barang_nobg/1891.png,200,image/png,162212,valid
1893,MUNCHY'S MUZIC WAFER VANILLA CUBE,90g,BARANGAN KEDAI SERBANEKA,BISKUT,https://img.manamurah.com/barang_nobg/1893.png,200,image/png,162212,valid
1894,CALPIS (PELBAGAI PERISA),350ml,BARANGAN KEDAI SERBANEKA,MINUMAN,https://img.manamurah.com/barang_nobg/1894.png,200,image/png,162212,valid
1896,COCA COLA LIGHT,320ml,BARANGAN KEDAI SERBANEKA,MINUMAN,https://img.manamurah.com/barang_nobg/1896.png,200,image/png,162212,valid
1899,CILI KERING KERINTING (BERTANGKAI/TIDAK BERTANGKAI),1kg,BARANGAN KERING,CILI KERING,https://img.manamurah.com/barang_nobg/1899.png,200,image/png,162212,valid
1900,CILI KERING LEPER (BERTANGKAI/TIDAK BERTANGKAI),1kg,BARANGAN KERING,CILI KERING,https://img.manamurah.com/barang_nobg/1900.png,200,image/png,162212,valid
1902,BERAS SAZARICE SUPER WR (BERAS PUTIH IMPORT),10 kg,BARANGAN BERBUNGKUS,BERAS,https://img.manamurah.com/barang_nobg/1902.png,200,image/png,162212,valid
1903,BERAS KELAS MAHIR SUPER IMPORT RICE (5%),10 kg,BARANGAN BERBUNGKUS,BERAS,https://img.manamurah.com/barang_nobg/1903.png,404,,0,missing
1904,DUMEX DUGRO 3 (1-3 TAHUN) (PELBAGAI PERISA),850g,SUSU DAN BARANGAN BAYI,SUSU BAYI,https://img.manamurah.com/barang_nobg/1904.png,200,image/png,162212,valid
1905,MAGGI 2 MINUTE NOODLE CURRY FLAVOUR (5X79G),5 X 79g,BARANGAN BERBUNGKUS,MI SEGERA,https://img.manamurah.com/barang_nobg/1905.png,200,image/png,162212,valid
1907,DAGING KAMBING BEBIRI IMPORT BERTULANG (LAMB) (AUSTRALIA - KOTAK) (1KG),1kg,BARANGAN SEGAR,DAGING,https://img.manamurah.com/barang_nobg/1907.png,200,image/png,162212,valid
1908,DAGING KAMBING BEBIRI IMPORT BERTULANG (LAMB) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,https://img.manamurah.com/barang_nobg/1908.png,200,image/png,162212,valid
1909,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (LAMB) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,https://img.manamurah.com/barang_nobg/1909.png,200,image/png,162212,valid
1910,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (LAMB) (TIDAK TERMASUK PAHA - NEW ZEALAND),1kg,BARANGAN SEGAR,DAGING,https://img.manamurah.com/barang_nobg/1910.png,200,image/png,162212,valid
1911,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG (LAMB) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,https://img.manamurah.com/barang_nobg/1911.png,200,image/png,162212,valid
1912,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG (LAMB) (NEW ZEALAND),1kg,BARANGAN SEGAR,DAGING,https://img.manamurah.com/barang_nobg/1912.png,200,image/png,162212,valid
1913,DAGING LEMBU IMPORT (BLOCK),1kg,BARANGAN SEGAR,DAGING,https://img.manamurah.com/barang_nobg/1913.png,200,image/png,162212,valid
1914,DAGING KERBAU IMPORT (INDIA) (BLOCK),1kg,BARANGAN SEGAR,DAGING,https://img.manamurah.com/barang_nobg/1914.png,200,image/png,162212,valid
1915,IKAN JENAHAK (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,https://img.manamurah.com/barang_nobg/1915.png,200,image/png,162212,valid
1916,IKAN DEMUDUK/CUPAK/CERMIN (≤ 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,https://img.manamurah.com/barang_nobg/1916.png,200,image/png,29879,valid
1917,IKAN PARANG (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,https://img.manamurah.com/barang_nobg/1917.png,200,image/png,162212,valid
1918,IKAN TERUBOK (b	$ 4 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,https://img.manamurah.com/barang_nobg/1918.png,200,image/png,24239,valid
1919,UDANG PUTIH BESAR (ANTARA 20 HINGGA 30 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,https://img.manamurah.com/barang_nobg/1919.png,200,image/png,24706,valid
1920,KERANG (SAIZ SEDERHANA),1kg,BARANGAN SEGAR,BAHAN LAUT,https://img.manamurah.com/barang_nobg/1920.png,200,image/png,32432,valid
1921,IKAN TILAPIA MERAH (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,https://img.manamurah.com/barang_nobg/1921.png,200,image/png,162212,valid
1922,SADERI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,https://img.manamurah.com/barang_nobg/1922.png,200,image/png,162212,valid
1923,TERUNG BULAT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,https://img.manamurah.com/barang_nobg/1923.png,200,image/png,162212,valid
1924,SERBUK KUNYIT ALAGAPPAS,230g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),https://img.manamurah.com/barang_nobg/1924.png,200,image/png,43066,valid
1925,CILI API/PADI MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,https://img.manamurah.com/barang_nobg/1925.png,200,image/png,162212,valid
1926,CILI AKAR HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,https://img.manamurah.com/barang_nobg/1926.png,200,image/png,162212,valid
1927,CILI AKAR MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,https://img.manamurah.com/barang_nobg/1927.png,200,image/png,162212,valid
1928,LIMAU KASTURI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,https://img.manamurah.com/barang_nobg/1928.png,200,image/png,162212,valid
1929,SANTAN KELAPA SEGAR (PEKAT),1kg,BARANGAN SEGAR,KELAPA,https://img.manamurah.com/barang_nobg/1929.png,200,image/png,26843,valid
1930,TELUR AYAM KAMPUNG,10 biji,BARANGAN SEGAR,TELUR,https://img.manamurah.com/barang_nobg/1930.png,200,image/png,162212,valid
1931,BAWANG BESAR IMPORT (PAKISTAN),1kg,BARANGAN KERING,BAWANG,https://img.manamurah.com/barang_nobg/1931.png,200,image/png,162212,valid
1933,BAWANG KECIL MERAH IMPORT (HOLLAND),1kg,BARANGAN KERING,BAWANG,https://img.manamurah.com/barang_nobg/1933.png,200,image/png,162212,valid
1934,MINYAK MASAK SEBATIAN CAP ADELA GOLD,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,https://img.manamurah.com/barang_nobg/1934.png,200,image/png,162212,valid
1935,MINYAK MASAK SEBATIAN CAP ADELA GOLD,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,https://img.manamurah.com/barang_nobg/1935.png,200,image/png,43874,valid
1936,MINYAK MASAK SEBATIAN CAP ADELA GOLD,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,https://img.manamurah.com/barang_nobg/1936.png,200,image/png,162212,valid
1937,MINYAK MASAK TULEN CAP SAJI,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,https://img.manamurah.com/barang_nobg/1937.png,200,image/png,162212,valid
1938,MINYAK MASAK TULEN CAP SAJI,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,https://img.manamurah.com/barang_nobg/1938.png,200,image/png,42123,valid
1939,MINYAK MASAK TULEN CAP SAJI,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,https://img.manamurah.com/barang_nobg/1939.png,200,image/png,162212,valid
1940,MINYAK MASAK TULEN CAP ALIF,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,https://img.manamurah.com/barang_nobg/1940.png,200,image/png,162212,valid
1941,MINYAK MASAK TULEN CAP ALIF,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,https://img.manamurah.com/barang_nobg/1941.png,200,image/png,162212,valid
1942,MINYAK MASAK TULEN CAP ALIF,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,https://img.manamurah.com/barang_nobg/1942.png,200,image/png,162212,valid
1943,KACANG MERAH (IMPORT),1kg,BARANGAN KERING,KACANG,https://img.manamurah.com/barang_nobg/1943.png,200,image/png,162212,valid
1944,KACANG SOYA (IMPORT),1kg,BARANGAN KERING,KACANG,https://img.manamurah.com/barang_nobg/1944.png,200,image/png,162212,valid
1945,TAUHU (JENIS KERAS),sekeping,BARANGAN SEGAR,TAUHU DAN TEMPE,https://img.manamurah.com/barang_nobg/1945.png,200,image/png,162212,valid
1946,TEMPE (BUNGKUSAN PLASTIK),sekeping,BARANGAN SEGAR,TAUHU DAN TEMPE,https://img.manamurah.com/barang_nobg/1946.png,200,image/png,30861,valid
1947,SERBUK PENAIK ROYAL (TIN),113g,BARANGAN BERBUNGKUS,ESEN DAN RAGI,https://img.manamurah.com/barang_nobg/1947.png,200,image/png,162212,valid
1948,RAGI BULAT/RAGI TAPAI,1 biji,BARANGAN BERBUNGKUS,ESEN DAN RAGI,https://img.manamurah.com/barang_nobg/1948.png,200,image/png,162212,valid
1949,ROTI WHOLEMEAL (PELBAGAI JENAMA),400 g,BARANGAN BERBUNGKUS,ROTI,https://img.manamurah.com/barang_nobg/1949.png,200,image/png,162212,valid
1950,BUNGA RAYA YIS SEGERA,11g,BARANGAN BERBUNGKUS,ESEN DAN RAGI,https://img.manamurah.com/barang_nobg/1950.png,200,image/png,162212,valid
1951,BERAS PREMIUM CAP 3A BOY (SUPER IMPORT),10 kg,BARANGAN BERBUNGKUS,BERAS,https://img.manamurah.com/barang_nobg/1951.png,200,image/png,162212,valid
1952,KRIMER SEJAT CAP F&N,390g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,https://img.manamurah.com/barang_nobg/1952.png,200,image/png,162212,valid
1953,KRIMER MANIS PEKAT CAP SAJI,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,https://img.manamurah.com/barang_nobg/1953.png,200,image/png,162212,valid
1954,SUSU TEPUNG SEGERA EVERYDAY,900 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,https://img.manamurah.com/barang_nobg/1954.png,200,image/png,162212,valid
1955,YOGURT MARIGOLD (LOW FAT) (STRAWBERRY),130g,MINUMAN,TERSEDIA MINUM,https://img.manamurah.com/barang_nobg/1955.png,200,image/png,162212,valid
1956,NAN PRO LANGKAH 1 RUMUSAN BAYI (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,https://img.manamurah.com/barang_nobg/1956.png,200,image/png,40176,valid
1957,NAN PRO LANGKAH 2 RUMUSAN SUSULAN (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,https://img.manamurah.com/barang_nobg/1957.png,200,image/png,162212,valid
1958,NANKID OPTIPRO LANGKAH 3 RUMUSAN UNTUK KANAK-KANAK,600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,https://img.manamurah.com/barang_nobg/1958.png,200,image/png,162212,valid
1959,SUSU SEGAR FARM FRESH,1 liter,MINUMAN,TERSEDIA MINUM,https://img.manamurah.com/barang_nobg/1959.png,200,image/png,162212,valid
1960,SUSU SEGAR KURMA FARM FRESH,700 g,MINUMAN,TERSEDIA MINUM,https://img.manamurah.com/barang_nobg/1960.png,200,image/png,162212,valid
1961,ANMUM ESSENTIAL LANGKAH 4 PERISA ASLI (TANPA GULA TAMBAHAN) - TIN,1.5kg,SUSU DAN BARANGAN BAYI,SUSU BAYI,https://img.manamurah.com/barang_nobg/1961.png,200,image/png,162212,valid
1962,NESTUM (ORIGINAL),500 g,MINUMAN,BAHAN-BAHAN MINUMAN,https://img.manamurah.com/barang_nobg/1962.png,200,image/png,162212,valid
1963,ANMUM ESSENTIAL LANGKAH 4 PERISA ASLI (TANPA GULA TAMBAHAN) - KOTAK,550 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,https://img.manamurah.com/barang_nobg/1963.png,200,image/png,43278,valid
